DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,USDM2,PESOSM2,ANTIG,EN_GALERIA,COTIZ_,TRIMESTRE_,BARRIOS_,COMUNA_
ARAOZ 105,"114","162000","10206000","1421","1421","30",NO,"63",PRIMER,VILLA CRESPO,"15"
ARAOZ 200,"80","200000","12600000","2500","2500","30",NO,"63",PRIMER,VILLA CRESPO,"15"
ARAOZ 600,"90","170000","10710000","1889","1889","30",SI,"63",PRIMER,VILLA CRESPO,"15"
"BELAUSTEGUI, LUIS, Dr. 900","495","950000","59850000","1919","1919","0",NO,"63",PRIMER,VILLA CRESPO,"15"
CAMARGO 300,"56","128000","8064000","2286","2286","0",NO,"63",PRIMER,VILLA CRESPO,"15"
CAMARGO 400,"25","97000","6111000","3880","3880","30",NO,"63",PRIMER,VILLA CRESPO,"15"
CAMARGO 700,"70","150000","9450000","2143","2143","40",NO,"63",PRIMER,VILLA CRESPO,"15"
CASTILLO 100,"30","125000","7875000","4167","4167","35",SI,"63",PRIMER,VILLA CRESPO,"15"
CASTILLO 200,"50","153000","9639000","3060","3060","30",SI,"63",PRIMER,VILLA CRESPO,"15"
CASTILLO 600,"100","350000","22050000","3500","3500","8",NO,"63",PRIMER,VILLA CRESPO,"15"
CASTILLO 600,"90","520000","32760000","5778","5778","10",NO,"63",PRIMER,VILLA CRESPO,"15"
CASTILLO 600,"19","135000","8505000","7105","7105","22",NO,"63",PRIMER,VILLA CRESPO,"15"
CORDOBA 4301,"440","1800000","113400000","4091","4091","30",NO,"63",PRIMER,VILLA CRESPO,"15"
CORDOBA 5022,"198","1150000","72450000","5808","5808","20",NO,"63",PRIMER,VILLA CRESPO,"15"
CORDOBA 5100,"713","1500000","94500000","2104","2104","0",NO,"63",PRIMER,VILLA CRESPO,"15"
CORDOBA 5160,"1678","2700000","170100000","1608","1609","1",NO,"63",PRIMER,VILLA CRESPO,"15"
CORRIENTES 4900,"474","640000","40320000","1350","1350","40",NO,"63",PRIMER,VILLA CRESPO,"15"
CORRIENTES 4900,"220","399000","25137000","1814","1814","60",NO,"63",PRIMER,VILLA CRESPO,"15"
CORRIENTES 5000,"103","299000","18837000","2903","2903","40",NO,"63",PRIMER,VILLA CRESPO,"15"
CORRIENTES 5200,"21","34900","2198700","1662","1662","0",NO,"63",PRIMER,VILLA CRESPO,"15"
CORRIENTES 5200,"15","40000","2520000","2667","2667","53",NO,"63",PRIMER,VILLA CRESPO,"15"
CORRIENTES 5200,"30","95000","5985000","3167","3167","50",NO,"63",PRIMER,VILLA CRESPO,"15"
CORRIENTES 5200,"26","95000","5985000","3654","3654","40",SI,"63",PRIMER,VILLA CRESPO,"15"
CORRIENTES 5400,"260","2800000","176400000","10769","10769","20",NO,"63",PRIMER,VILLA CRESPO,"15"
CORRIENTES 5500,"180","269000","16947000","1494","1494","0",NO,"63",PRIMER,VILLA CRESPO,"15"
CORRIENTES 5600,"32","279000","17577000","8719","8719","45",NO,"63",PRIMER,VILLA CRESPO,"15"
CORRIENTES 5700,"564","600000","37800000","1064","1064","45",NO,"63",PRIMER,VILLA CRESPO,"15"
DORREGO 223,"185","330000","20790000","1784","1784","0",NO,"63",PRIMER,VILLA CRESPO,"15"
DORREGO 300,"150","160000","10080000","1067","1067","65",NO,"63",PRIMER,VILLA CRESPO,"15"
DORREGO 311,"150","160000","10080000","1067","1067","65",NO,"63",PRIMER,VILLA CRESPO,"15"
"DRAGO, LUIS MARIA 100","360","410000","25830000","1139","1139","55",NO,"63",PRIMER,VILLA CRESPO,"15"
"DRAGO, LUIS MARIA 300","40","149000","9387000","3725","3725","45",NO,"63",PRIMER,VILLA CRESPO,"15"
"FIGUEROA, APOLINARIO, Cnel. 100","350","440000","27720000","1257","1257","0",NO,"63",PRIMER,VILLA CRESPO,"15"
FITZ ROY 0,"130","285000","17955000","2192","2192","40",NO,"63",PRIMER,VILLA CRESPO,"15"
FITZ ROY 100,"130","265000","16695000","2038","2038","0",NO,"63",PRIMER,VILLA CRESPO,"15"
FITZ ROY 100,"130","285000","17955000","2192","2192","40",NO,"63",PRIMER,VILLA CRESPO,"15"
"FRIAS,  EUSTAQUIO, TTE. GRAL. 200","115","210000","13230000","1826","1826","3",NO,"63",PRIMER,VILLA CRESPO,"15"
GODOY CRUZ 1200,"428","690000","43470000","1612","1612","40",NO,"63",PRIMER,VILLA CRESPO,"15"
GURRUCHAGA 1000,"120","750000","47250000","6250","6250","0",NO,"63",PRIMER,VILLA CRESPO,"15"
GURRUCHAGA 1001,"90","690000","43470000","7667","7667","0",NO,"63",PRIMER,VILLA CRESPO,"15"
GURRUCHAGA 100,"84","225999","14237937","2690","2690","40",NO,"63",PRIMER,VILLA CRESPO,"15"
GURRUCHAGA 300,"60","150000","9450000","2500","2500","0",NO,"63",PRIMER,VILLA CRESPO,"15"
GURRUCHAGA 785,"144","1300000","81900000","9028","9028","0",NO,"63",PRIMER,VILLA CRESPO,"15"
GURRUCHAGA 800,"93","980000","61740000","10538","10538","8",NO,"63",PRIMER,VILLA CRESPO,"15"
GURRUCHAGA 800,"80","900000","56700000","11250","11250","4",NO,"63",PRIMER,VILLA CRESPO,"15"
GURRUCHAGA 800,"160","865000","54495000","5406","5406","20",NO,"63",PRIMER,VILLA CRESPO,"15"
GURRUCHAGA 900,"230","980000","61740000","4261","4261","5",NO,"63",PRIMER,VILLA CRESPO,"15"
GURRUCHAGA 900,"300","1700000","107100000","5667","5667","3",NO,"63",PRIMER,VILLA CRESPO,"15"
GURRUCHAGA 950,"331","1700000","107100000","5136","5136","0",SI,"63",PRIMER,VILLA CRESPO,"15"
GURRUCHAGA 974,"180","1100000","69300000","6111","6111","5",SI,"63",PRIMER,VILLA CRESPO,"15"
JUFRE 400,"800","1200000","75600000","1500","1500","30",NO,"63",PRIMER,VILLA CRESPO,"15"
JUFRE 900,"23","70000","4410000","3043","3043","0",NO,"63",PRIMER,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2000","225","590000","37170000","2622","2622","0",NO,"63",PRIMER,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2200","140","195000","12285000","1393","1393","35",NO,"63",PRIMER,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2200","140","200000","12600000","1429","1429","35",NO,"63",PRIMER,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2300","42","115000","7245000","2738","2738","0",NO,"63",PRIMER,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2400","115","300000","18900000","2609","2609","20",NO,"63",PRIMER,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2500","30","115000","7245000","3833","3833","0",NO,"63",PRIMER,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2600","56","135000","8505000","2411","2411","0",NO,"63",PRIMER,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2600","56","240000","15120000","4286","4286","0",NO,"63",PRIMER,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2800","334","600000","37800000","1796","1796","10",NO,"63",PRIMER,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2932","371","550000","34650000","1482","1482","0",SI,"63",PRIMER,VILLA CRESPO,"15"
"JUSTO, JUAN B. 3200","80","390000","24570000","4875","4875","0",NO,"63",PRIMER,VILLA CRESPO,"15"
"JUSTO, JUAN B. 3300","235","850000","53550000","3617","3617","0",NO,"63",PRIMER,VILLA CRESPO,"15"
"JUSTO, JUAN B. 3900","16","75000","4725000","4688","4688","50",NO,"63",PRIMER,VILLA CRESPO,"15"
LAVALLEJA 1100,"145","290000","18270000","2000","2000","20",NO,"63",PRIMER,VILLA CRESPO,"15"
LAVALLEJA 400,"72","230000","14490000","3194","3194","50",NO,"63",PRIMER,VILLA CRESPO,"15"
LAVALLEJA 600,"32","92000","5796000","2875","2875","1",NO,"63",PRIMER,VILLA CRESPO,"15"
LERMA 400,"33","120000","7560000","3636","3636","30",NO,"63",PRIMER,VILLA CRESPO,"15"
LOYOLA 600,"186","490000","30870000","2634","2634","20",NO,"63",PRIMER,VILLA CRESPO,"15"
LOYOLA 600,"219","950000","59850000","4338","4338","10",NO,"63",PRIMER,VILLA CRESPO,"15"
LOYOLA 620,"90","420000","26460000","4667","4667","0",NO,"63",PRIMER,VILLA CRESPO,"15"
LOYOLA 700,"170","350000","22050000","2059","2059","5",NO,"63",PRIMER,VILLA CRESPO,"15"
LOYOLA 700,"115","399000","25137000","3470","3470","0",NO,"63",PRIMER,VILLA CRESPO,"15"
LOYOLA 700,"80","420000","26460000","5250","5250","4",NO,"63",PRIMER,VILLA CRESPO,"15"
LOYOLA 700,"60","365000","22995000","6083","6083","11",NO,"63",PRIMER,VILLA CRESPO,"15"
LOYOLA 800,"200","500000","31500000","2500","2500","5",NO,"63",PRIMER,VILLA CRESPO,"15"
LOYOLA 850,"17","92000","5796000","5412","5412","20",NO,"63",PRIMER,VILLA CRESPO,"15"
MALABIA 338,"100","420000","26460000","4200","4200","5",NO,"63",PRIMER,VILLA CRESPO,"15"
MALABIA 500,"355","790000","49770000","2225","2225","23",NO,"63",PRIMER,VILLA CRESPO,"15"
MALABIA 624,"42","140000","8820000","3333","3333","32",NO,"63",PRIMER,VILLA CRESPO,"15"
MALABIA 800,"400","630000","39690000","1575","1575","0",NO,"63",PRIMER,VILLA CRESPO,"15"
MARTINEZ ROSAS 1100,"160","320000","20160000","2000","2000","0",SI,"63",PRIMER,VILLA CRESPO,"15"
MUÑECAS 800,"56","77000","4851000","1375","1375","25",NO,"63",PRIMER,VILLA CRESPO,"15"
MURILLO 200,"30","70000","4410000","2333","2333","0",NO,"63",PRIMER,VILLA CRESPO,"15"
MURILLO 600,"45","219000","13797000","4867","4867","0",NO,"63",PRIMER,VILLA CRESPO,"15"
MURILLO 600,"60","299000","18837000","4983","4983","0",NO,"63",PRIMER,VILLA CRESPO,"15"
MURILLO 900,"30","80000","5040000","2667","2667","0",NO,"63",PRIMER,VILLA CRESPO,"15"
OLAYA 1700,"270","420000","26460000","1556","1556","35",NO,"63",PRIMER,VILLA CRESPO,"15"
PADILLA 300,"60","149000","9387000","2483","2483","0",NO,"63",PRIMER,VILLA CRESPO,"15"
PADILLA 300,"82","250000","15750000","3049","3049","30",NO,"63",PRIMER,VILLA CRESPO,"15"
PADILLA 500,"379","295000","18585000","778","778","50",NO,"63",PRIMER,VILLA CRESPO,"15"
PADILLA 600,"56","130000","8190000","2321","2321","50",NO,"63",PRIMER,VILLA CRESPO,"15"
PADILLA 600,"40","130000","8190000","3250","3250","60",NO,"63",PRIMER,VILLA CRESPO,"15"
PADILLA 700,"29","84000","5292000","2897","2897","60",NO,"63",PRIMER,VILLA CRESPO,"15"
"PUEYRREDON, HONORIO, DR. 1100","40","138900","8750700","3472","3472","0",SI,"63",PRIMER,VILLA CRESPO,"15"
"PUEYRREDON, HONORIO, DR. 1100","40","149800","9437400","3745","3745","0",SI,"63",PRIMER,VILLA CRESPO,"15"
"PUEYRREDON, HONORIO, DR. 1200","80","165000","10395000","2062","2062","30",NO,"63",PRIMER,VILLA CRESPO,"15"
"PUEYRREDON, HONORIO, DR. 1900","240","690000","43470000","2875","2875","0",NO,"63",PRIMER,VILLA CRESPO,"15"
"PUEYRREDON, HONORIO, DR. 2000","50","450000","28350000","9000","9000","0",NO,"63",PRIMER,VILLA CRESPO,"15"
"RAMIREZ DE VELAZCO, JUAN 100","116","250000","15750000","2155","2155","40",SI,"63",PRIMER,VILLA CRESPO,"15"
"RAMIREZ DE VELAZCO, JUAN 500","37","189000","11907000","5108","5108","20",NO,"63",PRIMER,VILLA CRESPO,"15"
"RAMIREZ DE VELAZCO, JUAN 600","80","230000","14490000","2875","2875","80",NO,"63",PRIMER,VILLA CRESPO,"15"
"RAMIREZ DE VELAZCO, JUAN 600","60","220000","13860000","3667","3667","0",NO,"63",PRIMER,VILLA CRESPO,"15"
"RAMIREZ DE VELAZCO, JUAN 880","90","320000","20160000","3556","3556","10",SI,"63",PRIMER,VILLA CRESPO,"15"
"SCALABRINI ORTIZ, RAUL 0","205","375000","23625000","1829","1829","60",NO,"63",PRIMER,VILLA CRESPO,"15"
"SCALABRINI ORTIZ, RAUL 1000","540","2800000","176400000","5185","5185","30",NO,"63",PRIMER,VILLA CRESPO,"15"
"SCALABRINI ORTIZ, RAUL 260","401","180000","11340000","449","449","26",NO,"63",PRIMER,VILLA CRESPO,"15"
"SCALABRINI ORTIZ, RAUL 400","605","530000","33390000","876","876","30",NO,"63",PRIMER,VILLA CRESPO,"15"
"SCALABRINI ORTIZ, RAUL 500","230","400000","25200000","1739","1739","50",NO,"63",PRIMER,VILLA CRESPO,"15"
SERRANO 300,"23","150000","9450000","6522","6522","35",NO,"63",PRIMER,VILLA CRESPO,"15"
SERRANO 400,"564","680000","42840000","1206","1206","0",NO,"63",PRIMER,VILLA CRESPO,"15"
SERRANO 400,"76","185000","11655000","2434","2434","60",NO,"63",PRIMER,VILLA CRESPO,"15"
SERRANO 400,"65","250000","15750000","3846","3846","40",NO,"63",PRIMER,VILLA CRESPO,"15"
SERRANO 500,"250","285000","17955000","1140","1140","40",NO,"63",PRIMER,VILLA CRESPO,"15"
SERRANO 916,"35","200000","12600000","5714","5714","0",NO,"63",PRIMER,VILLA CRESPO,"15"
"SUSINI, ANTONIO, Cnel. 2300","45","120000","7560000","2667","2667","50",NO,"63",PRIMER,VILLA CRESPO,"15"
THAMES 1200,"104","230000","14490000","2212","2212","30",NO,"63",PRIMER,VILLA CRESPO,"15"
THAMES 600,"125","350000","22050000","2800","2800","0",NO,"63",PRIMER,VILLA CRESPO,"15"
TRES LOMAS 500,"157","298000","18774000","1898","1898","50",NO,"63",PRIMER,VILLA CRESPO,"15"
URIARTE 1100,"12","80000","5040000","6667","6667","50",NO,"63",PRIMER,VILLA CRESPO,"15"
URIARTE 900,"320","460000","28980000","1438","1438","50",NO,"63",PRIMER,VILLA CRESPO,"15"
VERA 1150,"95","110000","6930000","1158","1158","30",NO,"63",PRIMER,VILLA CRESPO,"15"
VERA 301,"204","290000","18270000","1422","1422","0",NO,"63",PRIMER,VILLA CRESPO,"15"
VERA 900,"155","250000","15750000","1613","1613","0",NO,"63",PRIMER,VILLA CRESPO,"15"
"VIALE, LUIS 200","62","75000","4725000","1210","1210","40",NO,"63",PRIMER,VILLA CRESPO,"15"
"VIALE, LUIS 261","80","150000","9450000","1875","1875","50",NO,"63",PRIMER,VILLA CRESPO,"15"
WARNES 100,"44","90000","5670000","2045","2045","0",NO,"63",PRIMER,VILLA CRESPO,"15"
WARNES 1051,"600","1300000","81900000","2167","2167","60",NO,"63",PRIMER,VILLA CRESPO,"15"
WARNES 400,"220","490000","30870000","2227","2227","0",NO,"63",PRIMER,VILLA CRESPO,"15"
WARNES 499,"216","420000","26460000","1944","1944","30",NO,"63",PRIMER,VILLA CRESPO,"15"
WARNES 500,"500","770000","48510000","1540","1540","40",NO,"63",PRIMER,VILLA CRESPO,"15"
WARNES 548,"343","385000","24255000","1122","1122","50",NO,"63",PRIMER,VILLA CRESPO,"15"
WARNES 900,"715","1400000","88200000","1958","1958","8",NO,"63",PRIMER,VILLA CRESPO,"15"
WARNES 900,"723","2800000","176400000","3873","3873","70",NO,"63",PRIMER,VILLA CRESPO,"15"
ALVAREZ JONTE 3700,"1180","820000","51660000","695","695","0",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
ALVAREZ JONTE 3700,"1924","1340000","84420000","696","696","0",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
ALVAREZ JONTE 3700,"744","520000","32760000","699","699","0",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
ARREGUI 3699,"120","195000","12285000","1625","1625","42",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
"ARTIGAS, JOSE GERVASIO DE, 2600","32","90000","5670000","2812","2812","37",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
BOLIVIA 0,"50","85000","5355000","1700","1700","40",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
"CARRANZA, ADOLFO P. 2800","26","59000","3717000","2269","2269","50",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
CUENCA 2687,"126","650000","40950000","5159","5159","40",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
CUENCA 3117,"400","800000","50400000","2000","2000","40",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
CUENCA 3428,"300","690000","43470000","2300","2300","0",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
GAVILAN 2380,"226","129000","8127000","571","571","43",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
"GUTIERREZ, RICARDO 3200","128","295000","18585000","2305","2305","20",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
MELINCUE 3200,"272","550000","34650000","2022","2022","0",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
NAZCA 2753,"73","180000","11340000","2466","2466","8",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
SAN MARTIN 4500,"97","136000","8568000","1402","1402","50",SI,"63",PRIMER,VILLA DEL PARQUE,"11"
TINOGASTA 3100,"250","230000","14490000","920","920","0",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
TINOGASTA 3200,"150","335000","21105000","2233","2233","30",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
TINOGASTA 3600,"125","110000","6930000","880","880","45",NO,"63",PRIMER,VILLA DEL PARQUE,"11"
ASUNCION 5300,"50","99000","6237000","1980","1980","30",NO,"63",PRIMER,VILLA DEVOTO SUR,"11"
"BEIRO, FRANCISCO 4300","312","510000","32130000","1635","1635","35",NO,"63",PRIMER,VILLA DEVOTO SUR,"11"
"BEIRO, FRANCISCO 4500","300","750000","47250000","2500","2500","50",NO,"63",PRIMER,VILLA DEVOTO SUR,"11"
"BEIRO, FRANCISCO 4670","53","260000","16380000","4906","4906","45",NO,"63",PRIMER,VILLA DEVOTO SUR,"11"
"BEIRO, FRANCISCO 5100","120","39500","2488500","329","329","0",NO,"63",PRIMER,VILLA DEVOTO SUR,"11"
"CALDERON DE LA BARCA, PEDRO 3013","20","55000","3465000","2750","2750","40",NO,"63",PRIMER,VILLA DEVOTO SUR,"11"
CANTILO 5100,"32","80000","5040000","2500","2500","40",NO,"63",PRIMER,VILLA DEVOTO SUR,"11"
"LISTA, RAMON, CNEL. 5020","291","1200000","75600000","4124","4124","20",NO,"63",PRIMER,VILLA DEVOTO SUR,"11"
"LISTA, RAMON, CNEL. 5200","165","310000","19530000","1879","1879","0",NO,"63",PRIMER,VILLA DEVOTO SUR,"11"
NOGOYA 5000,"74","120000","7560000","1622","1622","38",SI,"63",PRIMER,VILLA DEVOTO SUR,"11"
SIMBRON 4600,"60","130000","8190000","2167","2167","50",NO,"63",PRIMER,VILLA DEVOTO SUR,"11"
DE LOS INCAS 4000,"98","99999","6299937","1020","1020","0",NO,"63",PRIMER,VILLA ORTUZAR,"15"
DE LOS INCAS 4100,"27","145000","9135000","5370","5370","10",NO,"63",PRIMER,VILLA ORTUZAR,"15"
FOREST 1600,"200","260000","16380000","1300","1300","1",NO,"63",PRIMER,VILLA ORTUZAR,"15"
LA PAMPA 4315,"182","746000","46998000","4099","4099","0",NO,"63",PRIMER,VILLA ORTUZAR,"15"
LA PAMPA 4315,"180","746000","46998000","4144","4144","0",SI,"63",PRIMER,VILLA ORTUZAR,"15"
"ARTIGAS, JOSE GERVASIO DE, 5709","200","350000","22050000","1750","1750","50",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
CAMPANA 4400,"35","89000","5607000","2543","2543","0",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
"CARRIL, SALVADOR MARIA DEL 2100","55","189000","11907000","3436","3436","0",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
CHARCAS 4900,"26","90000","5670000","3462","3462","40",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
"CUBAS, JOSE 2600","355","420000","26460000","1183","1183","0",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
FRANCO 3200,"16","45000","2835000","2812","2812","2",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
HELGUERA 4800,"217","270000","17010000","1244","1244","0",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
"MOSCONI, GRAL. 2300","169","650000","40950000","3846","3846","0",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
"MOSCONI, GRAL. 3200","12","32000","2016000","2667","2667","55",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
NAZCA 4285,"25","75000","4725000","3000","3000","8",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
NAZCA 4356,"314","295000","18585000","939","939","0",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
NAZCA 4500,"90","400000","25200000","4444","4444","0",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
NAZCA 5200,"77","165000","10395000","2143","2143","50",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
ZAMUDIO 4700,"66","87000","5481000","1318","1318","40",NO,"63",PRIMER,VILLA PUEYRREDON,"12"
"ACHA, MARIANO, Gral. 2500","8","19000","1197000","2375","2375","0",NO,"63",PRIMER,VILLA URQUIZA,"12"
HOLMBERG 2400,"900","2500000","157500000","2778","2778","0",NO,"63",PRIMER,VILLA URQUIZA,"12"
MONROE 3800,"22","42000","2646000","1909","1909","30",NO,"63",PRIMER,VILLA URQUIZA,"12"
MONROE 3854,"40","85000","5355000","2125","2125","30",NO,"63",PRIMER,VILLA URQUIZA,"12"
MONROE 4000,"76","195000","12285000","2566","2566","35",NO,"63",PRIMER,VILLA URQUIZA,"12"
NAHUEL HUAPI 4246,"70","179900","11333700","2570","2570","0",NO,"63",PRIMER,VILLA URQUIZA,"12"
"NAON, ROMULO 2400","60","160000","10080000","2667","2667","0",NO,"63",PRIMER,VILLA URQUIZA,"12"
"CUBAS, JOSE 3400","174","250000","15750000","1437","1437","0",NO,"63",PRIMER,VILLA DEVOTO NORTE,"11"
"CUBAS, JOSE 3418","174","250000","15750000","1437","1437","35",NO,"63",PRIMER,VILLA DEVOTO NORTE,"11"
"CUBAS, JOSE 3783","20","99000","6237000","4950","4950","45",NO,"63",PRIMER,VILLA DEVOTO NORTE,"11"
CUENCA 3600,"120","375000","23625000","3125","3125","50",NO,"63",PRIMER,VILLA DEVOTO NORTE,"11"
FERNANDEZ DE ENCISO 4671,"26","89000","5607000","3423","3423","35",NO,"63",PRIMER,VILLA DEVOTO NORTE,"11"
GUTENBERG 3700,"60","95000","5985000","1583","1583","60",NO,"63",PRIMER,VILLA DEVOTO NORTE,"11"
HABANA 3710,"20","49000","3087000","2450","2450","35",NO,"63",PRIMER,VILLA DEVOTO NORTE,"11"
"LOPEZ, CARLOS ANTONIO 3500","114","370000","23310000","3246","3246","0",NO,"63",PRIMER,VILLA DEVOTO NORTE,"11"
MERCEDES 4431,"30","90000","5670000","3000","3000","35",NO,"63",PRIMER,VILLA DEVOTO NORTE,"11"
"MOSCONI, GRAL. 3500","196","589000","37107000","3005","3005","0",NO,"63",PRIMER,VILLA DEVOTO NORTE,"11"
NUEVA YORK 3300,"250","498000","31374000","1992","1992","50",NO,"63",PRIMER,VILLA DEVOTO NORTE,"11"
NUEVA YORK 3307,"54","130000","8190000","2407","2407","0",NO,"63",PRIMER,VILLA DEVOTO NORTE,"11"
SAN MARTIN 6500,"48","140000","8820000","2917","2917","0",SI,"63",PRIMER,VILLA DEVOTO NORTE,"11"
SAN MARTIN 6930,"34","130000","8190000","3824","3824","50",SI,"63",PRIMER,VILLA DEVOTO NORTE,"11"
SAN MARTIN 6948,"756","1000000","63000000","1323","1323","20",SI,"63",PRIMER,VILLA DEVOTO NORTE,"11"
SAN MARTIN 7200,"78","209000","13167000","2679","2679","1",SI,"63",PRIMER,VILLA DEVOTO NORTE,"11"
SAN MARTIN 7200,"20","85000","5355000","4250","4250","1",NO,"63",PRIMER,VILLA DEVOTO NORTE,"11"
"ARAOZ DE LAMADRID, G., GRAL. 300","70","78000","4914000","1114","1114","0",SI,"63",PRIMER,BOCA,"4"
"ARAOZ DE LAMADRID, G., GRAL. 800","260","380000","23940000","1462","1462","0",SI,"63",PRIMER,BOCA,"4"
"ARAOZ DE LAMADRID, G., GRAL. 928","380","250000","15750000","658","658","70",NO,"63",PRIMER,BOCA,"4"
"ARAOZ DE LAMADRID, G., GRAL. 990","330","330000","20790000","1000","1000","80",NO,"63",PRIMER,BOCA,"4"
ARZOBISPO ESPINOSA 300,"53","68000","4284000","1283","1283","40",NO,"63",PRIMER,BOCA,"4"
"BROWN, ALTE. 1400","150","99000","6237000","660","660","50",NO,"63",PRIMER,BOCA,"4"
CABOTO 400,"87","186000","11718000","2138","2138","0",NO,"63",PRIMER,BOCA,"4"
HERNANDARIAS 1000,"977","1200000","75600000","1228","1228","0",NO,"63",PRIMER,BOCA,"4"
NECOCHEA 1100,"350","179000","11277000","511","511","70",NO,"63",PRIMER,BOCA,"4"
OLAVARRIA 500,"10","18000","1134000","1800","1800","40",NO,"63",PRIMER,BOCA,"4"
REGIMIENTO DE PATRICIOS 330,"35","120000","7560000","3429","3429","1",SI,"63",PRIMER,BOCA,"4"
REGIMIENTO DE PATRICIOS 400,"400","500000","31500000","1250","1250","0",NO,"63",PRIMER,BOCA,"4"
ROCHA 1000,"563","500000","31500000","888","888","0",NO,"63",PRIMER,BOCA,"4"
"RODRIGUEZ, MARTIN 400","23","40000","2520000","1739","1739","24",NO,"63",PRIMER,BOCA,"4"
"VALLE, ARISTOBULO DEL 300","40","55000","3465000","1375","1375","60",NO,"63",PRIMER,BOCA,"4"
"VILLAFAÑE, WENCESLAO 100","247","750000","47250000","3036","3036","0",NO,"63",PRIMER,BOCA,"4"
"CALVO, CARLOS 4121","600","660000","41580000","1100","1100","42",NO,"63",PRIMER,BOEDO,"5"
"CALVO, CARLOS 4201","90","270000","17010000","3000","3000","0",NO,"63",PRIMER,BOEDO,"5"
CASEROS 3900,"246","292000","18396000","1187","1187","50",NO,"63",PRIMER,BOEDO,"5"
COLOMBRES 1600,"231","420000","26460000","1818","1818","80",NO,"63",PRIMER,BOEDO,"5"
"GARAY, JUAN DE 4200","326","420000","26460000","1288","1288","0",NO,"63",PRIMER,BOEDO,"5"
INCLAN 4100,"257","265000","16695000","1031","1031","50",NO,"63",PRIMER,BOEDO,"5"
INDEPENDENCIA 3600,"390","398000","25074000","1021","1021","43",NO,"63",PRIMER,BOEDO,"5"
INDEPENDENCIA 3700,"195","480000","30240000","2462","2462","0",NO,"63",PRIMER,BOEDO,"5"
INDEPENDENCIA 3851,"408","1500000","94500000","3676","3676","45",NO,"63",PRIMER,BOEDO,"5"
